id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
560094,"Safe Stay/Downtown, Zilker, ACL,HotTub",4335991,Karen,,78704,30.2478,-97.786,Entire home/apt,400,2,63,2021-06-27,0.62,1,290
563735,Zen Modern Home Near Downtown AUS,2771838,Pamela,,78704,30.25289,-97.79371,Private room,55,30,1,2013-10-07,0.01,1,260
577499,Sunny Zilker Neighborhood Studio,2839795,Margo,,78704,30.25881,-97.76377,Entire home/apt,97,2,424,2021-06-26,9.67,1,264
587572,Austin Getaway,7976770,Andrew,,78704,30.24546,-97.76627,Entire home/apt,107,2,164,2021-06-18,2.84,1,154
592958,SOCO Beautiful Bungalow to Experience ATX!!,2927288,Tracy,,78704,30.24373,-97.75394,Entire home/apt,554,2,47,2021-06-20,0.49,2,339
602877,Stylish Furnished Condo with Pool,1280071,Alexis,,78757,30.35992,-97.7331,Entire home/apt,75,30,5,2019-08-31,0.05,1,189
603084,"Modern, Spacious 3/2/2 South Austin",1282837,Joseph,,78745,30.20451,-97.7971,Entire home/apt,191,30,87,2021-03-21,0.86,2,183
607536,Mid-Century Modern East Austin- 2 Rooms in a house,2546033,Adam,,78723,30.30308,-97.67689,Private room,73,2,124,2021-06-30,1.68,1,311
609427,Studio on funky S 3rd St. near SOCO,10615,Simon,,78704,30.24492,-97.76119,Entire home/apt,105,60,52,2021-05-30,0.48,1,124
609618,Clean Room & Own Bath in 50's home,2989106,Janet,,78722,30.29991,-97.71398,Private room,70,2,28,2019-12-09,0.40,1,250
620532,French Place Studio,806961,Jim,,78722,30.29087,-97.71979,Entire home/apt,55,30,16,2020-07-27,0.15,2,250
622495,The Blue Dahlia--close to Downtown!,12409,Flip,,78705,30.28714,-97.75258,Entire home/apt,117,30,30,2020-08-01,0.30,2,365
628034,Charming Vintage Craftsman - East Downtown,2436512,Crystal,,78702,30.27191,-97.71989,Entire home/apt,186,1,511,2021-06-20,4.94,6,249
632659,Central/East Maple Guest House,3147504,Michelle,,78722,30.28273,-97.71702,Entire home/apt,195,2,326,2021-07-01,6.44,1,87
634224,5 Bedroom Home w/ a Putting Green & Pool Austin TX,3158297,Tanner,,78731,30.36089,-97.76115,Entire home/apt,3000,2,9,2019-03-15,0.16,1,358
636996,Quiet Getaway; Close to DNTN/UT/Trails & Townlake,552705,"Amanda (Marz, Nickname)",,78703,30.28264,-97.77104,Entire home/apt,106,3,9,2021-05-29,0.39,2,318
637480,NA Bright Cozy Gem,3179679,Jaz,,78703,30.27808,-97.75098,Entire home/apt,190,3,11,2018-09-19,0.21,1,0
642674,"Thistle Hill Studio, DrippingSprings",2033896,Leslie,,78737,30.22072,-98.00722,Entire home/apt,125,28,50,2018-03-16,0.72,1,307
644051,"Central Austin, close to everything. Monthly rates",3222157,Tracey,,78704,30.25084,-97.73897,Entire home/apt,350,2,26,2020-08-16,0.25,1,293
646392,Travis Heights Hideaway SoCo studio,2076136,Kathleen,,78704,30.2438,-97.73968,Entire home/apt,102,4,674,2021-07-02,11.79,3,285
649833,SXSW Downtown Austin 94 Walk Score,3262147,Perry,,78701,30.27508,-97.75095,Entire home/apt,899,3,1,2013-03-13,0.01,1,362
659787,Charming East Austin Bungalow,2831971,Fred And Kellner,,78702,30.25699,-97.73007,Entire home/apt,236,3,123,2021-07-05,39.68,1,294
660425,The Casita on Hether St,3333277,Gisela,,78704,30.25278,-97.77303,Entire home/apt,139,2,139,2021-06-01,4.93,1,68
662226,Brentwood Bungalow-Central-2 BDRMS,543367,Mary,,78757,30.33529,-97.72924,Entire home/apt,160,30,21,2021-06-26,0.44,2,250
662245,2B/2B Condo in Downtown Austin,3343870,Brandon,,78703,30.26869,-97.75165,Entire home/apt,493,5,2,2014-03-13,0.02,1,0
664013,Charming Hill Country Cottage -Multiple Night Stay,265070,Lata,,78733,30.34998,-97.85608,Private room,82,2,173,2021-06-06,7.97,2,151
668301,A Place To Stay In Austin,2885190,John & Carol,,78704,30.24706,-97.75664,Entire home/apt,400,5,156,2020-02-18,1.65,1,68
673379,Resort Style Living - Whole House,2174080,Jose,,78745,30.22263,-97.81513,Entire home/apt,1499,3,56,2019-09-02,0.59,1,258
676107,Private Upstairs Oasis!,3434065,Leia & Keri,,78748,30.15374,-97.80159,Private room,66,1,253,2020-03-13,3.06,2,0
676959,Cozy/ Private Rm in S. Austin!,3434065,Leia & Keri,,78748,30.15391,-97.80261,Private room,49,1,417,2020-02-16,5.41,2,0
676963,NEW Luxury Downtown Apartment,3441494,Joseph,,78703,30.26906,-97.75287,Entire home/apt,1000,1,0,,,1,365
683558,Austin Mid Century Modern for SXSW,3484128,Chad,,78746,30.27294,-97.79612,Entire home/apt,2000,3,0,,,1,0
685361,5 Star Gorgeous and Spacious Downtown Austin 4BR,3495665,Laura,,78703,30.2803,-97.75612,Entire home/apt,820,2,26,2018-10-10,0.30,1,297
685451,CampEZ-1 in SxSAustin TX,1568741,Jim O',,78745,30.21038,-97.76873,Entire home/apt,18,2,21,2021-05-30,0.35,8,361
687675,Comfy 3/2 Home on UT shuttle,3509782,Meaghan,,78731,30.3513,-97.76011,Entire home/apt,275,2,67,2020-02-28,0.67,1,0
692220,My Treehouse Home in South Austin,3539325,Garret,,78704,30.23537,-97.75171,Entire home/apt,55,30,62,2021-01-28,0.70,2,206
693890,"Beautiful duplex, perfect for SXSW!",3547591,Alana,,78704,30.24313,-97.74225,Entire home/apt,545,2,0,,,1,0
698373,Walk to SXSW - Downtown Studio!!,3579720,Ryan,,78704,30.25689,-97.74658,Private room,250,3,0,,,1,0
699018,"Urban Oasis! Near Downtown, Great for Work at Home",3584580,Katherine,,78731,30.31268,-97.75381,Entire home/apt,185,30,46,2021-06-13,1.16,3,92
699485,1 rm in house - 10 mi from SXSW!!,3587826,David,,78745,30.19411,-97.78186,Entire home/apt,400,1,0,,,1,0
701159,Boutique Condo in Historic Clarksville- near SXSW,2697403,Sabrina,,78703,30.28065,-97.75971,Entire home/apt,225,2,9,2018-04-06,0.22,1,0
701300,Charming garden home for F1 weekend,3598921,David,,78759,30.37102,-97.74446,Entire home/apt,1250,2,0,,,1,0
701392,Central ATX Private Paradise - 3BR/2BA close to DT,2207307,Elizabeth & Mike,,78705,30.2991,-97.74167,Entire home/apt,228,2,142,2020-03-11,2.04,1,0
702294,Beautifully redone!  Near South Congress & DWTN,1376031,Whitney,,78704,30.24758,-97.7384,Entire home/apt,286,3,33,2021-05-30,0.48,1,80
702474,"South Central Apartment, Formula 1",3605974,Courtney,,78704,30.2307,-97.76556,Private room,300,1,0,,,1,0
702825,"MOD CASA: PRIVATE, HOMEY LOCAL-LIVING/ 78704",3608356,Larry,,78704,30.23573,-97.76233,Entire home/apt,269,3,191,2021-06-27,2.12,1,170
704589,"Waterfront 1-bed, 2 mi. to Downtown",3619116,Amy,,78741,30.24618,-97.72823,Entire home/apt,146,2,27,2021-06-28,0.26,1,186
705858,Walk to South Congress from Your Retreat with Heated Pool,3626574,Bill,,78704,30.24654,-97.74713,Entire home/apt,190,1,670,2021-07-05,23.26,4,279
706950,Walk to Zilker - 4 bedroom 3.5 bath,3633458,Brent,,78703,30.28243,-97.77596,Entire home/apt,2250,5,0,,,1,0
708582,Central East Austin House w. Fenced Backyard,3644573,Topaz,,78702,30.26444,-97.69897,Entire home/apt,124,1,22,2021-06-19,0.22,2,333
710276,SXSW SPECIAL - Lovely 2BD HOME,1208231,Nadia,,78704,30.24187,-97.77914,Entire home/apt,233,5,5,2016-03-07,0.06,1,0
711149,Big Hollow,3659932,Ken,,78734,30.39968,-97.91422,Entire home/apt,1100,1,0,,,1,189
714115,Charming spacious quiet house ACL,3677807,Mandy,,78704,30.23305,-97.78022,Entire home/apt,500,3,0,,,1,0
714922,Treetop Guesthouse Monthly Rental * $75 nightly,3295530,Susan,,78704,30.24103,-97.76325,Entire home/apt,75,30,85,2021-05-15,2.11,1,84
716119,Dangerously Comfortable Decompression Oasis,3600437,Jake,,78754,30.33652,-97.65128,Entire home/apt,112,1,252,2021-06-15,2.69,1,141
720315,Waterfront Condo on Lady Bird Lake,393905,David,,78741,30.24538,-97.72945,Entire home/apt,175,2,89,2021-07-03,3.16,1,137
720369,3BD Row Home in Heart of City,3718168,Caren,,78723,30.29409,-97.704,Entire home/apt,219,2,74,2021-07-05,0.91,1,86
729271,"Modern, Sunny Condo off South 1st",3787052,Carol,,78704,30.238,-97.76486,Entire home/apt,700,4,8,2018-03-13,0.12,1,0
731024,"Fabulous  House, walk downtown!",1735494,Steph And Crew,,78702,30.25275,-97.72917,Entire home/apt,425,3,4,2021-05-24,0.04,2,324
733203,"Bold, Historic Manor in the Heart of Town",3820555,Justin&Becca,,78702,30.27221,-97.72846,Entire home/apt,714,2,253,2021-06-20,14.16,3,321
735659,4 BR 3.5 BA Home in Golf Community,3837842,Catherine,,78738,30.32518,-97.97659,Entire home/apt,1200,3,0,,,1,0
735775,2000 s.f. house for sxsw!,3005855,Tami,,78745,30.18722,-97.78813,Entire home/apt,375,3,0,,,1,0
736279,2 Miles From The Domain & Whole Foods!,3842544,Laura,,78759,30.41276,-97.72443,Private room,70,30,15,2021-04-30,0.17,1,159
742593,Cool Updated Craftsman Bungalow in Hyde Park.,2862517,Robert,,78751,30.31197,-97.72955,Entire home/apt,298,3,77,2020-12-16,1.00,2,112
743362,The Boho Nest - 10 mins to DT & COTA  3BR/2BTH,3893968,Scott,,78744,30.19538,-97.69632,Entire home/apt,151,3,6,2021-06-20,0.08,1,176
744442,"3BR House avail for F1 in Austin,TX",3901622,James,,78741,30.22756,-97.73906,Entire home/apt,1250,1,0,,,2,365
744480,"3BR House avail for F1 in Austin,TX",3901622,James,,78741,30.2279,-97.74018,Entire home/apt,1000,3,0,,,2,365
746317,Walk to Zilker Park. Amazing Location! 1 Gigabit,1840480,Scott & Sally,,78704,30.25909,-97.77017,Entire home/apt,267,4,65,2020-10-27,0.64,11,229
747499,Charming Cottage Close to Downtown,3924382,Phillip,,78703,30.28026,-97.75703,Entire home/apt,165,3,98,2021-05-27,0.97,1,93
750935,"3BR/2BA Dwntwn House, AVOID TRAFFIC",3948329,James,,78702,30.2702,-97.72862,Entire home/apt,600,2,26,2021-06-27,0.34,1,360
751847,"Large Dining Room, Open Floor Plan",487072,Greg & Amanda,,78757,30.36084,-97.72593,Entire home/apt,270,45,128,2020-03-11,2.14,13,213
758675,Guest house off of S. Congress,3827132,James,,78704,30.24539,-97.74624,Entire home/apt,70,30,26,2021-03-31,0.79,1,256
760036,Luxury urban loft downtown Austin,4005799,Gabe,,78701,30.26836,-97.74724,Entire home/apt,200,14,2,2021-05-02,0.38,2,155
761955,Gorgeous Modern Home in Zilker,11762795,Mandi,,78704,30.24852,-97.78277,Entire home/apt,1000,31,7,2016-09-06,0.13,1,319
762400,"Large Downtown Area Home, Sleeps 10",1795217,Stan,,78703,30.27805,-97.75752,Entire home/apt,622,2,138,2021-05-02,1.83,1,229
763084,SXSW Central Austin Home,4022974,Mary K.,,78703,30.29624,-97.77349,Entire home/apt,1999,3,1,2014-03-11,0.01,1,365
765117,"F1 FANS  S. Austin, 6 mi to capital",4033615,Karen,,78745,30.21366,-97.81559,Private room,106,1,0,,,1,365
765450,The Coffey Grounds:No cleaning fee or extra taxes!,4035868,Carolyn,,78756,30.32255,-97.73869,Entire home/apt,240,1,135,2020-03-17,3.00,1,219
771437,S. Austin Home,4070275,Daniel,,78745,30.22437,-97.78495,Private room,100,1,7,2017-10-22,0.15,1,0
772700,Lovely Bungalow Central/East Austin,1132515,Rick,,78722,30.28554,-97.71977,Entire home/apt,350,3,1,2013-03-13,0.01,1,158
775192,Private Bedroom/Bathroom SE Austin,2438977,David,,78741,30.23746,-97.7099,Private room,265,1,2,2013-03-18,0.02,1,365
776649,Huge house 15mins walk to Downtown,1101753,John & Tina,,78704,30.24369,-97.74169,Entire home/apt,3000,2,59,2019-08-04,0.58,1,0
781716,Atomic Ranch in Nucleus of S Austin,880571,Angel,,78704,30.24293,-97.76155,Entire home/apt,106,30,357,2021-06-13,7.83,5,327
785963,Bouldin Cottage,4143759,Katy & Rick,,78704,30.24784,-97.76318,Entire home/apt,550,2,67,2021-06-27,3.31,1,356
789994,"Private room in 3 BR condo Austin, TX",4162906,"Edward ""Jack""",,78752,30.32713,-97.68127,Private room,125,1,0,,,1,365
801521,Fantastic SOCO Studio,4218754,Jana,,78704,30.23457,-97.7615,Entire home/apt,89,2,127,2021-07-01,1.97,2,328
811086,UNIQUE Downtown/ Prime Location/CLEAN,419707,Julia,,78701,30.27485,-97.7486,Entire home/apt,260,1,7,2019-04-28,0.21,3,0
813709,Cozy Bright Hyde Park Guest House,578211,Pete,,78751,30.30263,-97.7293,Entire home/apt,102,20,52,2021-02-28,0.53,9,209
814908,Sprawling Home with Pool and Hot Tub near Downtown Austin,2762526,Moya,,78704,30.2545,-97.77458,Entire home/apt,1264,3,61,2021-07-05,0.60,2,270
825940,Quiet central Austin 2-bed/2-bath,3922483,Max,,78704,30.2402,-97.77623,Entire home/apt,195,14,33,2019-10-13,0.82,1,275
826750,"Wow-5 BRs, Deck,Grill, Firepit, Near Lakes, Domain",3584580,Katherine,,78726,30.44262,-97.82678,Entire home/apt,349,3,40,2021-06-20,1.13,3,35
839470,"Cute, cozy room in Barton Hills",889533,Sandra,,78704,30.24565,-97.77877,Private room,60,1,0,,,1,0
846780,deco chic 2/1 cottage - zilker/sola,4421865,Tina,,78704,30.25222,-97.7704,Entire home/apt,151,2,178,2021-07-05,4.40,1,279
850518,Prime east-side location,3354999,Mollie,,78702,30.26379,-97.72015,Entire home/apt,215,2,87,2021-07-04,1.22,1,16
860402,Austin Downtown Urban Oasis - 2 br 1 1/2 bath,4506424,Abigail,,78701,30.26986,-97.7485,Entire home/apt,125,30,7,2021-05-05,0.08,1,297
867806,Beautiful Allandale Flat,245617,Peter,,78756,30.33229,-97.74462,Entire home/apt,85,30,4,2016-03-19,0.16,1,0
870943,Zilker cabin and 200 yr Live Oak! Nature! Hike!,2791060,Neal,,78704,30.2499,-97.77982,Entire home/apt,80,30,4,2021-05-07,0.05,2,99
878464,SXSW Haven: Bungalow in the Heart of East Austin,4160337,Amenity,,78702,30.27787,-97.71919,Entire home/apt,500,2,3,2017-03-16,0.03,1,0
879070,Harmony House (1 room w/ 2 beds) Central Austin,582827,Troy,,78731,30.32095,-97.75126,Private room,98,30,168,2020-03-08,1.66,2,157
883802,"Urban Homestead, 5 minutes to downtown",880571,Angel,,78702,30.27188,-97.72466,Private room,61,2,313,2020-10-16,10.78,5,52
883970,"Modern 1/1 Apt in SOCO, dog & elec car friendly",4681431,Susan,,78704,30.24563,-97.7484,Entire home/apt,129,2,17,2021-05-25,0.28,1,128
887185,Comfy Tarrytown Home - Close to Downtown,4704158,Matt & Ali,,78703,30.2913,-97.76792,Entire home/apt,250,30,1,2013-03-18,0.01,1,125
890163,Modern Crash Pad on Holly St.,4725234,Roman,,78702,30.25233,-97.72403,Entire home/apt,158,2,188,2021-07-05,2.33,2,65
892124,Modern S. Austin Garage Apartment,4740421,Dan & Erin,,78704,30.24759,-97.77108,Entire home/apt,122,2,160,2021-06-28,1.58,1,185
894743,Tucked Away SoCo Treehouse - 78704,3539325,Garret,,78704,30.23419,-97.75288,Entire home/apt,45,30,49,2020-03-31,0.48,2,306
895352,East Austin House SXSW,3701946,Kristin,,78702,30.28209,-97.70628,Entire home/apt,600,3,6,2018-03-14,0.06,1,0
900420,SXSW House Rental- East Central,4808690,Leigh,,78723,30.2917,-97.70521,Entire home/apt,775,5,0,,,1,365
904354,Rare Wild West-style compound nr DT,1772568,David,,78702,30.25878,-97.7233,Entire home/apt,779,2,203,2021-07-05,2.27,2,308
908424,"Big House in SoCo - Perfect for SXSW, ACL, F1!",4868171,Bill,,78704,30.24472,-97.74395,Entire home/apt,495,3,9,2018-05-28,0.12,1,146
910250,"""5 minutes from everything Austin..."" -Super comfy",4882441,Valentina,,78704,30.26227,-97.76355,Entire home/apt,136,2,40,2021-06-25,0.99,2,58
910957,SXSW Chic cozy pad,4886183,Salvador,,78705,30.30073,-97.74285,Private room,375,1,0,,,1,365
916900,2br E Austin home in heart of SXSW!,1752578,Kerstin,,78702,30.25526,-97.73167,Entire home/apt,425,3,2,2013-03-14,0.02,1,0
917823,Beautiful mid-century modern home in Wooten park,4918228,Kevin,,78757,30.3614,-97.71967,Entire home/apt,65,2,108,2021-06-27,3.82,1,37
917932,The Railyard Oasis Located Downtown,4929310,Ryan,,78701,30.26584,-97.73999,Entire home/apt,265,2,237,2021-06-21,10.79,27,243
917990,Bouldin Cottage walk to Downtown,531267,Shelley,,78704,30.25455,-97.75679,Entire home/apt,120,30,4,2015-11-02,0.04,4,221
918204,Heart of Austin /Mins from SOCO/ZILKER/Downtown,4094761,Laura,,78704,30.23656,-97.77935,Entire home/apt,159,2,280,2021-07-04,6.80,2,297
918617,"New Resort Style Pool, Gym, Wifi !",4933902,Lauren & Andrew,,78753,30.39562,-97.66868,Private room,164,1,0,,,1,365
923138,Nice SXSW Rental Starting 3/8/13,4964070,Michael,,78723,30.31637,-97.68041,Private room,225,5,0,,,1,365
925943,SXSW Housing!,4981882,Jim,,78753,30.37784,-97.68606,Entire home/apt,400,1,0,,,1,365
925980,Luxury Hill Country Condo Awaits...,3175045,Ryan,,78749,30.22547,-97.86482,Private room,5021,3,2,2013-03-14,0.03,1,0
926034,The LakeHouse on Lake Austin,412711,Niles,,78746,30.34422,-97.79106,Entire home/apt,1300,4,60,2021-01-02,0.63,1,0
929579,SXSW CLOSE TO DOWNTOWN!!!,5004628,Lauren,,78703,30.27617,-97.76189,Entire home/apt,800,5,0,,,1,0
929758,"Luxury Condo, City Skyline, SXSW",3758683,Ken,,78702,30.25354,-97.73406,Entire home/apt,250,4,21,2019-10-14,0.26,1,0
929974,Cozy Artist Condo in the Heart of South Lamar,5008436,Susie,,78704,30.23581,-97.78312,Private room,77,2,10,2021-01-31,0.10,1,205
931667,Quiet and Convenient for SXSW,3084105,Terry,,78704,30.24605,-97.74351,Entire home/apt,300,2,6,2015-03-22,0.06,1,0
932231,Central Austin Luxury Guest House,1335409,Eric,,78703,30.27887,-97.75649,Entire home/apt,249,2,53,2021-05-08,0.74,1,126
934074,Chic Hyde Park Casita,5037631,Mark & Monica,,78751,30.3019,-97.72821,Entire home/apt,120,2,107,2020-03-11,1.06,1,189
934471,Big bright room in Old West Austin/Clarksville,5041228,Andrea,,78701,30.27438,-97.74925,Private room,148,2,3,2017-03-13,0.03,1,0
936349,"Near Apple, Dell, ebay w/breakfast",2121044,J,,78729,30.45601,-97.7552,Private room,74,2,41,2017-09-04,0.50,1,311
937157,"LOCATION! 3/2 with King, Queen, Twin,  W/D, Garage",5059228,Haley And Raul,,78741,30.24509,-97.73328,Entire home/apt,255,30,91,2021-06-27,0.90,3,150
939240,"Modern Studio Cottage, Monthly Rental",336136,Michael,,78751,30.32034,-97.72185,Entire home/apt,129,90,54,2020-03-28,0.66,1,309
942588,1300 sq ft Villa near Downtown,5097393,Jonas,,78745,30.19679,-97.80862,Entire home/apt,500,4,0,,,1,365
942734,Clarksville Guest House - Downtown,3536176,David,,78703,30.27889,-97.76001,Entire home/apt,1000,1,7,2019-03-14,0.08,1,361
942843,Enjoy SXSW and ACL in quiet comfort,5099514,Puru,,78753,30.38216,-97.67033,Entire home/apt,225,3,1,2013-07-31,0.01,1,69
942883,Sanitized UT Downtown Pristine Condo w/VIEWS,1343838,Guadalupe,,78705,30.29738,-97.73494,Entire home/apt,90,30,185,2021-06-15,6.84,1,19
943528,"Downtwn: Convention Ctr, SXSW, Free Parking",5104710,Mark,,78701,30.26528,-97.74062,Entire home/apt,200,1,425,2019-09-29,4.53,1,0
943616,Feels Like Home,5105777,Angie & Kurt,,78702,30.26679,-97.72173,Entire home/apt,700,4,0,,,1,0
945590,"Close to Downtown for ACL, F1 or SX",5122558,Scott,,78746,30.28175,-97.79756,Entire home/apt,900,5,0,,,1,365
946813,Upper East Side SXSW Retreat,5130794,Rob,,78723,30.31371,-97.69227,Entire home/apt,399,5,0,,,1,0
947412,South Austin Charmer 10mins dwntwn,4437388,Stacey,,78745,30.20196,-97.79572,Entire home/apt,139,30,40,2020-02-17,1.36,4,36
947423,East DT Austin home for SXSW!!,5134988,Ben,,78702,30.25977,-97.69713,Private room,250,3,0,,,1,0
949922,"Vintage Airstream in East Austin, Texas",5152543,Marcella,,78723,30.29792,-97.67919,Entire home/apt,82,1,917,2021-06-24,12.75,2,288
951272,Downtown Austin Texas Condo,1648173,Kristen,,78701,30.27986,-97.74536,Entire home/apt,102,1,819,2021-06-21,18.46,1,300
953071,Bright E 6th St Downtown Loft,5173278,Luis,,78702,30.25981,-97.7185,Entire home/apt,114,1,78,2020-02-28,0.78,1,0
954116,Tiny House- Best central location!,5181843,Amy,,78704,30.2441,-97.73885,Entire home/apt,136,2,214,2021-06-19,3.34,1,244
955612,Downtown Austin Spacious Private  Backyard Remodel,5192335,Belinda,,78741,30.21833,-97.72652,Entire home/apt,299,2,130,2021-06-27,1.46,1,279
956708,Apartment in the trees/ Hyde Park,5176737,Erika,,78751,30.30958,-97.72947,Entire home/apt,60,30,11,2019-10-26,0.11,1,188
957282,Greenbelt Haven,5202192,Patrick And Michele,,78704,30.25923,-97.78026,Entire home/apt,1000,3,8,2020-01-02,0.28,1,5
957405,Entire 2nd Floor of Home for 4 ppl,5206723,Jeannette,,78746,30.3209,-97.83023,Private room,350,1,0,,,1,365
958172,Artist’s  East Side Studio,3828170,Donna,,78702,30.25462,-97.72175,Entire home/apt,88,28,216,2019-07-22,4.11,2,57
959270,Gorgeous Guest House in Zilker,5220633,Esteban,,78704,30.2577,-97.77216,Entire home/apt,98,2,158,2021-06-29,1.95,1,251
959630,"Modern, Spacious Zilker apartment",5215945,John And Melissa,,78704,30.25473,-97.76774,Entire home/apt,150,5,159,2021-02-22,1.75,1,286
960315,Beautiful 5 room hardwood home!,4717260,Tony,,78752,30.32398,-97.7161,Entire home/apt,359,2,168,2021-06-21,1.70,1,325
960376,Sunny Room in Central East Austin,4845892,Willard,,78702,30.27298,-97.71074,Private room,49,2,9,2016-10-09,0.15,1,0
961883,Historical Loft with Capitol View!!,3389824,Raquel + Jacob,,78701,30.26977,-97.74297,Entire home/apt,160,1,399,2020-08-31,11.09,1,47
966550,"Walk to any venue, downtown Austin",5272754,Clay,,78702,30.27351,-97.71775,Entire home/apt,295,3,0,,,1,365
968725,SOCO Cottage near downtown License # OL2018000335,5288195,Jim,,78704,30.23398,-97.75151,Entire home/apt,253,30,31,2021-05-31,0.80,1,250
968817,CampEZ-8 in SxSAustin TX,1568741,Jim O',,78745,30.20901,-97.76891,Entire home/apt,18,3,16,2021-04-11,0.17,8,359
968883,The Forest Retreat,169512,Charlotte,,78704,30.24467,-97.73792,Entire home/apt,165,3,32,2019-12-08,0.51,3,105
972878,Duplex in Central ATX :: MONTHLY :: Bike-friendly,5319009,Allix,,78703,30.28987,-97.7617,Entire home/apt,71,30,148,2021-05-02,2.59,1,0
973664,Charming 3/2 in the Heart of Austin,5323769,Kendel,,78704,30.24465,-97.74323,Entire home/apt,116,30,6,2017-11-03,0.22,1,280
974793,Ultimate Distancing in a Treehouse - Huge Yard!,997756,Christina,,78704,30.25659,-97.75431,Entire home/apt,137,30,2,2021-06-20,0.49,1,74
975093,Entire Guest Suite in SoCo w/ private entry,266202,Arif,,78704,30.24414,-97.74839,Entire home/apt,96,4,74,2021-06-23,0.82,1,320
